"Total
Sh’000
108,200
23,223
(23,829)"
"107,594
144,537
(6,548)
174"
"245,757"
"89,990
14,836
(23,829)"
"80,997
10,024
(6,492)
174"
"84,703"
"161,054"
"26,597"
