Group,Company
2019,2019
Sh’000,Sh’000
"(1,623)","(1,623)"
(887),(887)
20,20
592,592
"2,814",-
"1,966","1,794"
"1,667","1,667"
"(2,288)","(2,288)"
"4,604","4,604"
_____________,_____________
"6,865","3,879"
=========,=========
"5,688","3,711"
"(3,427)","(4,436)"
-,-
"4,604","4,604"
_____________,_____________
"6,865","3,879"
=========,=========
