"Group Company
2025 2024 2025 2024",Column,Column,Column
,"Sh’000
87,030
572,800","Sh’000
68,706
808,022","Sh’000
87,030
554,277"
,"659,830
12,129","876,728
10,779","641,307
12,115"
,"671,959","887,507","653,422"
,"(1,418)
(96)","(3,772)
(91)","(1,418)
(96)"
,"(1,514)","(3,863)","(1,514)"
,"670,445","883,644","651,908"
,"292,628
120,687
257,130","-
83,002
800,642","292,628
102,150
257,130"
,"670,445","883,644","651,908"
,"670,445
(549,757)
(5,167)","883,644
(800,642)
(7,201)","651,908
(549,757)
(4,490)"
,"115,521","75,801","97,661"
