Group,Company
2019,2019
Sh’000,Sh’000
"1,829","1,829"
=========,==========
"36,829","34,911"
"21,706","21,706"
"9,230","9,230"
"2,960","2,960"
"1,839","1,839"
"3,190","3,190"
"1,693","1,693"
-,-
"8,334","8,334"
65,-
_____________,_____________
"85,846","83,863"
=========,=========
