Column,Share premium,Column,"Revaluation
Reserve",Column,Total equity
,Sh’000,Sh’000,Sh’000,Sh’000,Sh’000
,,(1),,"689,070",
,"277,185",,"(18,416)",,"1,985,841"
"Profit for the year -
Other comprehensive income, net of tax -",-,"-
(56)",-,"191,373
-","191,373"
,-,,"(5,764)",,"(5,820)"
,-,"(56)
-
–––––––
(57)
=======
(57)","(5,764)","191,373
(20,760)
–––––––
859,683
=======
859,683","185,553"
,-,,-,,"(20,760)"
,–––––––,,–––––––,,–––––––
,"277,185",,"(24,180)",,"2,150,634"
,=======,,=======,,=======
,"277,185",,"(24,180)",,"2,150,634"
"Profit for the year -
Other comprehensive income, net of tax -",-,"-
60",-,"143,319
-","143,319"
,-,,"26,613",,"26,673"
,-,,"26,613",,"169,992"
,-,,-,,"(137,535)"
,-,,-,,"(130,002)"
,"1,394",,-,,"3,408"
,–––––––,,–––––––,,–––––––
,"278,579",,"2,433",,"2,056,497"
,=======,,=======,,=======
