"Cash equities and
interest rate market",Derivatives market,Total
,Sh’000,
,-,
,-,
,"145,314",
,-,
,13,
,"8,019",
,"153,346",
,"11,750",
,"4,363",
,-,
,-,
,"2,000",
,"18,113",
,"(1,936)",
,"143,383",
,986,
,"145,319",
