Total
Sh’000
"277,932"
"41,422"
(581)
"(3,846)"
_______
"314,927"
"40,235"
"(14,859)"
"26,076"
"3,093"
_______
"369,472"
_______
"115,695"
"253,777"
_______
"369,472"
_______
"113,563"
"21,595"
(439)
"(3,956)"
______
"130,763"
"23,925"
"(14,851)"
______
"139,837"
_______
"229,635"
======
"184,164"
======
