Group,Column,Company,Column
2023,2022,2023,2022
,Sh’000,"Sh’000
21,722
40,236
17,625
11,524
14,958
6,233
6,794
-",Sh’000
,"26,201",,"26,201"
,"29,582",,"29,582"
,"12,374",,"12,374"
,"1,130",,"1,130"
,"11,711",,"10,946"
,"8,026",,"8,026"
,"7,140",,"7,140"
,"1,550",,-
,"97,714","119,092
(6,080)","95,399"
,"(6,225)",,"(5,468)"
,"91,489","113,012","89,931"
,,"5,468
612
-",
,"2,868",,"2,868"
,"3,357",,"2,600"
,-,,-
,"6,225","6,080","5,468"
