Group,Column,Company,Column
2023,2022,2023,2022
,Sh’000,"Sh’000
6,481
2,758
9,632
984
350
6
3,550
53
6,868
3,280
-
-
16,228
29
16,467",Sh’000
,"6,337",,"6,337"
,"1,376",,"1,376"
,"6,580",,"6,580"
,"1,146",,"1,146"
,350,,350
,-,,-
,"4,450",,"4,450"
,50,,50
,-,,"5,691"
,"2,005",,"3,293"
,25,,-
,71,,-
,"3,134",,"3,134"
,63,,63
,-,,-
,"25,587","66,686","32,470"
