Column,Group,Column,Company,Column
Notes,2023,2022,2023,2022
,Sh’000,"Sh’000
31,496
(1,933)",Sh’000,
,"26,292",,"26,292",
,"(2,695)",,"(1,497)",
,"23,597","29,563","24,795",
,"42,001","43,287","69,241",
,,"13,876",,
,"18,403",,"44,446",
,1,(152),-,
,"18,404","13,724","44,446",
,,"43,439
(152)",,
,"42,000",,"69,241",
,1,,-,
,"42,001","43,287","69,241",
,Sh,Sh,Sh,
,0.07,0.05,0.17,
