New and Amendments to standards,Effective for annual periods beginning on or after
Amendments to IAS 21 - Lack of Exchangeability,1 January 2026 with earlier adoption permitted
Amendments to IFRS 9 'Financial Instruments',1 January 2026 with earlier adoption permitted
IFRS 18 'Presentation and Disclosure in Financial Statements,1 January 2027 with earlier adoption permitted
"IFRS 18, and the amendments to the other accounting standards,",1 January 2027 with earlier adoption permitted
"Amendments to IFRS 1 'First-time Adoption of International
Financial Reporting Standards'",1 January 2026 with earlier adoption permitted
"Amendments to IFRS 9 and IFRS 7 'Classification and
Measurement of Financial Instruments'",1 January 2026 with earlier adoption permitted
Amendments to IFRS 10 'Consolidated Financial Statements',1 January 2026 with earlier adoption permitted
"Amendments to IFRS 10 and IAS 28 'Sale or Contribution of
Assets between an Investor and its Associate or Joint Venture'",Applicable from a date yet to be determined
IFRS 19 'Subsidiaries without Public Accountability: Disclosures,1 January 2027 with earlier adoption permitted
