"Cash equities and
interest rate market","Derivatives
market",Total
Sh’000,Sh’000,Sh’000
,-,
,"170,938",
,-,
,41,
,"9,355",
,"180,334",
,"35,250",
,"2,889",
,-,
,-,
,"2,200",
,"40,339",
,-,
,"199,298",
,-,
,14,
,"6,082",
,"205,394",
,"35,250",
,"1,762",
,-,
,-,
,"2,400",
,"39,412",
