Up to 1 year,1 – 5 years,Total
,Sh’000,
,"2,215",
,-,
,-,
,-,
,"11,750",
,"13,965",
,"2,215",
,-,
,-,
,-,
,"11,750",
,"13,965",
,"2,215",
,-,
,-,
,-,
,"2,215",
