"Group Company
2024 2023 2024 2023",Column,Column,Column
,"Sh’000
64,439
337,127","Sh’000
87,030
554,277","Sh’000
42,683
330,348"
,"401,566
6,024","641,307
12,115","373,031
4,407"
,"407,590","653,422","377,438"
,"(469)
(39)","(1,418)
(96)","(469)
(39)"
,(508),"(1,514)",(508)
,"407,082","651,908","376,930"
,"317,171
89,911
-","292,628
102,150
257,130","317,171
59,759
-"
,"407,082","651,908","376,930"
,"407,082
(80,576)
(7,700)","651,908
(549,757)
(4,490)","376,930
(80,576)
(7,041)"
,"318,806","97,661","289,313"
