Column,Group,Column,Company
2023,2022,2023,2022
,,"830,075
60,680
-
-",
,"503,529",,"503,529"
,"387,401",,"387,401"
,"(31,715)",,"(31,715)"
,"(29,140)",,"(29,140)"
,"830,075","890,755","830,075"
,"127,854","223,026","127,854"
,7.84,5.62,7.84
,6.27,4.49,6.27
,"1,550","243
30","1,550"
,880,,880
,"2,430",273,"2,430"
