"Group Company
2024 2023 2024 2023",Column,Column,Column
,"Sh’000
3,875
(414)
(326)
1,306
5,855
2,926
2,237
(5,855)
643
10,247","Sh’000
3,494
(405)
-
-
-
5,550
-
-
-
8,639","Sh’000
3,875
(414)
(326)
1,306
-
2,925
2,237
-
643"
,"10,438
(191)","10,246
(1,607)","10,246"
,"(791)
791
10,247","-
-
8,639","10,433
(187)
-
-"
,,,"10,246"
