"Amendments to IAS 1
Presentation of Financial
Statements (as part of
Improvements to IFRSs
issued in 2010)","The amendments to IAS 1 clarify that an entity may choose to disclose an
analysis of other comprehensive income item by item in the statement of
changes in equity or in the notes to the financial statements. The company
will continue disclosing an analysis of other comprehensive income item by
item in the statement of changes in equity."
"AS 24 Related Party
Disclosures (as revised in
2009)","IAS 24 (as revised in 2009) has been revised on the following two aspects: (a)
IAS 24 (as revised in 2009) has changed the definition of a related party and (b)
IAS 24 (as revised in 2009) introduces a partial exemption from the disclosure
requirements for government-related entities.
The company is not a government-related entity. The application of the
revised definition of related party set out in IAS 24 (as revised in 2009) in the
current year has not resulted in the identification of related parties that were
not identified as related parties under the previous standard."
"Amendments to IFRIC
14 Prepayments of
a Minimum Funding
Requirement","IFRIC 14 addresses when refunds or reductions in future contributions should
be regarded as available in accordance with paragraph 58 of IAS 19; how
minimum funding requirements might affect the availability of reductions
in future contributions; and when minimum funding requirements might
give rise to a liability. The amendments now allow recognition of an asset in
the form of prepaid minimum funding contributions. The application of the
amendment had no effect on the company’s financial statements."
"IFRIC 19 Extinguishing
Financial Liabilities with
Equity Instruments","The Interpretation provides guidance on the accounting for the extinguishment
of a financial liability by the issue of equity instruments. Specifically, under
IFRIC 19, equity instruments issued under such arrangement will be measured
at their fair value, and any difference between the carrying amount of the
financial liability extinguished and the consideration paid will be recognised
in profit or loss.
The application of IFRIC 19 has had no effect on the amounts reported in
the current and prior years because the company has not entered into any
transactions of this nature."
"Improvements to IFRSs
issued in 2010","The application of Improvements to IFRSs issued in 2010 has not had any
material effect on amounts reported in the company’s financial statements"
