Group,Column,Company
2021,"2020
Sh’000",2021
Sh’000,,Sh’000
"396,765",,"396,765"
"5,300",,"5,300"
981,,981
"5,958",,-
–––––––,,–––––––
"409,004",,"403,046"
–––––––,,–––––––
"65,760",,"65,760"
"23,377",,"23,377"
-,,-
"52,452",,"52,452"
–––––––,,–––––––
"141,589",,"141,589"
–––––––,,–––––––
"550,593",,"544,635"
======,,======
"171,841",,"171,841"
"29,512",,"29,511"
"25,403",,"25,403"
"26,812",,"26,812"
"16,794",,"16,280"
"4,841",,"3,671"
"1,443",,"1,443"
-,,-
"1,266",,140
======,,======
