Group,Column,Column,Company,Column
2020,2019,,2020,2019
Sh’000,Sh’000,,Sh’000,Sh’000
"(1,639)","(1,623)
(887)
20
592
2,814
1,966
1,667
(2,288)
4,604
-","(1,639)",,
(985),,(985),,
(116),,(116),,
329,,329,,
"4,747",,476,,
"4,054",,"3,905",,
-,,-,,
-,,-,,
-,,-,,
"(1,383)",,"(1,383)",,
"5,007","6,865",587,,
,"5,688
(3,427)
4,604",,,
"6,865",,"3,879",,
"2,746",,"1,312",,
"(4,604)",,"(4,604)",,
"5,007","6,865",587,,
