"Cash equities and
interest rate market","Derivatives
market",Total
Sh’000,Sh’000,Sh’000
,-,
,"16,934",
,31,
,"16,965",
,"(8,582)",
,-,
,"8,383",
,-,
,"15,428",
,6,
,"15,434",
,"(5,108)",
,-,
,"10,326",
