Column,Share premium,Column,"**Revaluation
reserve",Column,"Due to owners of
the parent",Column,Total equity
,Sh’000,,Sh’000,,Sh’000,,Sh’000
,,323,,"732,992",,"56,113",
,"277,185",,"(18,416)",,"2,030,087",,"2,086,200"
"Profit for the year -
Other comprehensive income, net of -",-,"-
(101)",-,"167,801
-","167,801","117
-","167,918"
,-,,"(5,764)",,"(5,865)",,"(5,865)"
,-,"(101)
-
-
206
–––––––
428
=======
428","(5,764)","167,801
(2,391)
(20,760)
5,616
–––––––
883,258
=======
883,258","161,936","117
-
-
(40,721)
–––––––
15,509
=======
15,509","162,053"
,-,,-,,"(2,391)",,"(2,391)"
,-,,-,,"(20,760)",,"(20,760)"
,-,,-,,"5,822",,"(34,899)"
,–––––––,,–––––––,,–––––––,,–––––––
,"277,185",,"(24,180)",,"2,174,694",,"2,190,203"
,=======,,=======,,=======,,=======
,"277,185",,"(24,180)",,"2,174,694",,"2,190,203"
"Profit for the year -
Other comprehensive income, net of tax -",-,"-
108",-,"130,525
-","130,525","2,009
-","132,534"
,-,,"26,613",,"26,721",,"26,721"
,-,,"26,613",,"157,246",,"159,255"
,-,,-,,"(137,535)",,"(137,535)"
,-,,-,,"(130,002)",,"(130,002)"
,"1,394",,-,,"3,408",,"3,408"
,–––––––,,–––––––,,–––––––,,–––––––
,"278,579",,"2,433",,"2,067,811",,"2,085,329"
,=======,,=======,,=======,,=======
