Customer Category,2018,2017,Growth (y/y)
Domestic,640.4,625.6,2.4%
Commercial,366.9,341.3,7.5%
Street Lighting,1.1,1.6,-32.9%
Industrial - Medium,477.2,432.3,10.4%
Industrial - Large,793.2,712.2,11.4%
Industrial - Extra Large,732.2,647.1,13.2%
,"3,011.0","2,760.1",9.1%
