Income Statement,H1 2024,HI 2023,%ch
,"1,151.80",1075.7,
,(742.1),(719.8),
,409.7,355.9,
,(145.9),-111.9,
,262.7,244,
,238.3,210.2,
,(16.4),(25.6),
,23.6,16.7,
Profit After Tax,13.0,13.2,0.0%
Financial Position at,H1 2024,FY 2023,
,2243.4,"2,347.2",
,802.6,937.4,
Net Debt,37.8,48.4,-21%
,112.1,221.3,
