Column,2012,Column,2011,Column,Column,Column
,Ushs m,illion,Us,hs million,,
"106,696",,,"57,669",,,
"(98,074)",,,"(68,518)",,,
166,,,269,,,
-,,,"27,295",,,
,,-,"(14,544)",,,
,,-,"(27,295)",,,
,"(97,908)",,,"(82,793)",,
"71,568",,,-,,,
(7,,"4,670)",,,-,
(,,"6,004)",(,,"6,057)",
-,,,"23,660",,,
(9,,",106)",1,,"7,",603
,(318),,"(7,521)",,,
,"47,289",,54,,,",810"
"46,971",,,"47,289",,,
