Description of valuation techniques used and key inputs to valuation of held to maturity investments:,Column,Column,Column,Column
,"Valuation
technique","Significant observable
inputs",Range (weighted average),
,,,2015,2014
"Interest rate swap –
derivative","Market
approach –
discounted
cash flows","Market interest rates for similar
instruments",0.834% - 0.835%,0.951% - 0.957%
Borrowings,,"Market interest rates for similar
instruments",12.44% - 12.56%,5.30% - 5.34%
"Concession financial
asset/liability",,"Market interest rates for similar
instruments",0.64%,0.64%
