GRI 301: Materials 2016,"301-1 Materials used by
weight or volume",Column,N/A
,"301-2 Recycled input
materials used",,N/A
,"301-3 Reclaimed products
and their packaging
materials",,N/A
GRI 302: Energy 2016,"302-1 Energy consumption
within the organization",Environment Impact,66
,"302-2 Energy consumption
outside of the organization",,N/A
,302-3 Energy intensity,,N/A
,"302-4 Reduction of energy
consumption",,N/A
,"302-5 Reductions in energy
requirements of products
and services",,N/A
"GRI 303: Water and
Effluents 2018","303-1 Interactions with water
as a shared resource",,N/A
,"303-2 Management of water
discharge-related impacts",,N/A
,303-3 Water withdrawal,,N/A
,303-4 Water discharge,,N/A
,303-5 Water consumption,Environment Impact,66
GRI 304: Biodiversity 2016,"304-1 Operational sites
owned, leased, managed in,
or adjacent to, protected
areas and areas of high
biodiversity value outside
protected areas",Environment Impact,68 - 69
,"304-2 Significant impacts
of activities, products and
services on biodiversity",Environment Impact,68 - 69
,"304-3 Habitats protected or
restored",,N/A
,"304-4 IUCN Red List species
and national conservation list
species with habitats in areas
affected by operations",,N/A
GRI 305: Emissions 2016,"305-1 Direct (Scope 1) GHG
emissions",Environment Impact,66
,"305-2 Energy indirect
(Scope 2) GHG emissions",Environment Impact,66
,"305-3 Other indirect (Scope
3) GHG emissions",Environment Impact,66
,"305-4 GHG emissions
intensity",,N/A
,"305-5 Reduction of GHG
emissions",,N/A
,"305-6 Emissions of ozone-
depleting substances (ODS)",,N/A
,"305-7 Nitrogen oxides
(NOx), sulfur oxides (SOx),
and other significant air
emissions",Environment Impact,66
