2022
Ushs million
"1,887,326"
"(1,254,580)"
"632,746"
"(34,161)"
"(213,305)"
"14,108"
(488)
"398,900"
"(160,095)"
"238,805"
"21,457"
"(45,389)"
"214,873"
"(66,658)"
"148,215"
2022
Ushs
91.3
