GRI 306: Waste 2020,"306-1 Waste generation and
significant waste-related
impacts",Environment Impact,69
,"306-2 Management of
significant waste-related
impacts",Environment Impact,69
,306-3 Waste generated,Environment Impact,69
,"306-4 Waste diverted from
disposal",,N/A
,"306-5 Waste directed to
disposal",Environment Impact,69
"GRI 308: Supplier
Environmental Assessment
2016","308-1 New suppliers that
were screened using
environmental criteria",,N/A
,"308-2 Negative
environmental impacts in
the supply chain and actions
taken",,N/A
GRI 401: Employment 2016,"401-1 New employee hires
and employee turnover",Our Employees,49
,"401-2 Benefits provided to
full-time employees that are
not provided to temporary
or part-time employees",Compensation Philosophy,52 - 53
,401-3 Parental leave,,N/A
"GRI 402: Labor/Management
Relations 2016","402-1 Minimum notice
periods regarding
operational changes",,N/A
"GRI 403: Occupational
Health and Safety 2018","403-1 Occupational health
and safety management
system","Occupational Health and
Safety",54 - 56
,"403-2 Hazard identification,
risk assessment, and incident
investigation","Occupational Health and
Safety",56
,"403-3 Occupational health
services","Occupational Health and
Safety",54 - 56
,"403-4 Worker participation,
consultation, and
communication on
occupational health and
safety","Occupational Health and
Safety",54 - 56
,"403-5 Worker training on
occupational health and
safety","Occupational Health and
Safety",56
,"403-6 Promotion of worker
health","Occupational Health and
Safety",55 - 56
,"403-7 Prevention and
mitigation of occupational
health and safety impacts
directly linked by business
relationships","Occupational Health and
Safety",54 - 57
,"403-8 Workers covered by
an occupational health and
safety management system","Occupational Health and
Safety",54 - 56
,403-9 Work-related injuries,"Occupational Health and
Safety",54
,"403-10 Work-related ill
health",,N/A
