2015,Column,2014,Column
"Dividend per
share
Ushs","Total
Ushs million","Dividend per
share
Ushs","Total
Ushs million"
,,"9.4
-",
10.8,"17,538",,
10.8,"17,538",9.4,
,,19.5,
24.4,"39,603",,
