2005-2011,2012,2013,2014,2015,2016,2017,Column
"Ushs
million","Ushs
million","Ushs
million","Ushs
million","Ushs
million","Ushs
million","Ushs
million","Ushs
million"
,,,,,,"229,999",
,,,,,,470,
,,,,,,"2,408",
,,,,,,"3,504",
,,,,,,47,
,,,,,,"236,428",
,,,,,,"238,559",
,,,,,,"(2,131)",
,,,,,,"236,428",
,,,,,,"3,616",
,,,,,,65,
