"2015
Ushs
million
Audited","2014
Ushs
million
Audited","2014
Ushs
million
Conformed
(Unaudited)"
"1,044,595",,
"313,960",,
"1,358,555",,
-,,
"43,398",,
"6,634",,
"337,768",,
"28,514",,
"416,314",,
"1,774,869",,
"27,748",,
"70,292",,
"405,735",,
"503,775",,
"477,160",,
"313,960",,
"69,448",,
-,,
"860,568",,
"1,237",,
-,,
998,,
"12,437",,
"14,490",,
"344,832",,
"5,250",,
"31,282",,
"410,526",,
"1,774,869",,
