At 31 December 2017,USD,GBP,EURO,ZAR,KES,Ushs,TOTAL
,,,,,,,"499,770"
,,,,,,,"394,985"
,,,,,,,"317,392"
,,,,,,,"22,044"
,,,,,,,"1,234,191"
,,,,,,,"659,616"
,,,,,,,"394,985"
,,,,,,,"401,266"
,,,,,,,-
,,,,,,,"1,455,867"
,,,,,,,"(221,676)"
