Employees Full Time,"1,369","1,463","1,508","1,380","1,336"
Male,"1,054","1,142","1,175","1,285","1,273"
Female,330,330,339,345,346
Average Age,36,36,37,38,39
Length of Service,7,7,7,7,8
"Average Training
Hour/Staff",18,11,19,32,10
