2022,Column,Column
Ushs million,,
Facility A,Facility B,Total
"85,063","90,727","175,790"
"5,040","5,380","10,420"
"4,345","4,632","8,977"
"(44,874)","(47,749)","(92,623)"
"(5,099)","(5,440)","(10,539)"
"44,475","47,550","92,025"
-,-,-
"44,475","47,550","92,025"
"44,475","47,550","92,025"
2022,,
Ushs million,,
Facility C,Facility D,Total
"89,911","75,710","165,621"
"5,332","4,489","9,821"
"4,589","3,865","8,454"
"(47,353)","(39,914)","(87,267)"
"(5,390)","(4,539)","(9,929)"
"47,089","39,611","86,700"
-,-,-
"47,089","39,611","86,700"
"47,089","39,611","86,700"
