"2015
Ushs million
Audited","2014
Ushs million
Audited","2014
Ushs million
Conformed
(Unaudited)"
"176,576",,
"(280,528)",,
-,,
"(280,528)",,
"151,965",,
"(49,204)",,
"102,761",,
"(1,191)",,
"(2,575)",,
-,,
"(3,766)",,
