Customer Category,2019,2018,Growth (y/y)
Domestic,667.4,640.4,4%
Commercial 365.1 366.9 -0.5%,,,
Street Lighting,1.3,1.1,18%
Industrial - Medium,500.0,477.2,5%
Industrial - Large,889.0,793.2,12%
Industrial - Extra Large,759.3,732.2,4%
,"3,182","3,011.0",6%
