Column,2023,Column,Column,2022,Column,Column
,"GoU -
TOU","Domestic
customers",Total,"GoU -
TOU","Domestic
customers",Total
,"Ushs
million","Ushs
million","Ushs
million","Ushs
million","Ushs
million","Ushs
million"
At 1 January,491,"4,150","4,641","7,042","4,237","11,279"
Payments received,"38,744","627,067","78,250","44,930","548,443","593,373"
Amortised to revenue,"(33,609)","(626,572)","(72,620)","(51,039)","(548,531)","(599,570)"
Translation differences,(161),(21),(182),(442),1,(441)
At 31 December,"5,465","4,624","10,089",491,"4,150","4,641"
