US$,GBP,EURO,ZAR,Ushs,TOTAl
,,,,,"239,139"
,,,,,"217,871"
,,,,,"29,374"
,,,,,"486,384"
,,,,,"265,525"
,,,,,"239,139"
,,,,,"244,248"
,,,,,"29,344"
,,,,,"778,256"
,,,,,"(291,872)"
