Column,2014,2013
,ushs million,ushs million
,"201,021",
,"16,720",
,"21,398",
,"239,139",
"Maturity analysis of the financial asset:
outstanding financial asset
Less: Amount recoverable within one year
Non-current portion of financial asset
The financial asset is recoverable as analysed below:
Within one year
Between one and two years",,
,"239,139",
,"(131,650)",
,"107,489",
,"131,650",
,"7,008",
"Between two and three years 7,568 7,372
Between three and four years 8,174 7,961
Between four and five years 8,635 8,598
After five years 76,104 61,030
239,139 201,021
The terms of the Lease and Assignment Agreement (LAA), indicate that the Company has an unconditional right
to receive cash from the users of the distribution network for concession rental payments to UEDCL through
the tariff methodology.
No concession rental payments were made to UEDCL regarding the concession obligation during the years
ended 31 December 2012, 2013 and 2014 and no recoveries of the same were made during these years since
ERA excluded the concession rental payments from the tariffs for the years. The amount recoverable within one
year is made up of the amounts due but not recovered in 2012, 2013 and 2014 and the amounts expected to be
recovered in 2015 per the Lease and Assignment Agreement.
UEDCL bears the risk that the cash flows generated by the users of the Distribution Network using the tariff
approved by ERA will not be sufficient to recover the concession rental amounts paid by the Company to UEDCL.
The Company’s cash flows relating to the rentals paid are effectively secured, which results in a financial asset as
the consideration received. The service concession arrangement is subject to a grantor (UEDCL) guarantee and
payments made by the users are effectively regarded as cash collected on behalf of the grantor and this gives rise
to a financial asset for the commitment made by the grantor.
76
UMEME LIMITED ANNUAL REPORT 2014","7,568",
,"8,174",
,"8,635",
,"76,104",
,"239,139",
76,,
