Column,"2-26 Mechanisms for seeking
advice and raising concerns",Stakeholder Management,65
,"2-27 Compliance with laws
and regulations",,N/A
,"2-28 Membership
associations",,N/A
,"2-29 Approach to
stakeholder engagement",Stakeholder Management,64 - 65
,"2-30 Collective bargaining
agreements","Labour Union relationship
and Management",51
GRI 3: Material Topics 2021,"3-1 Process to determine
material topics","Sustainability Report -
Introduction",43 - 48
,3-2 List of material topics,"Sustainability Report -
Introduction",44 - 48
,"3-3 Management of material
topics","Sustainability Report -
Introduction",45 - 48
"GRI 201: Economic
Performance 2016","201-1 Direct economic value
generated and distributed","Notes to Financial
Statements",122
,"201-2 Financial implications
and other risks and
opportunities due to climate
change","Our Risk Management
Process",41
,"201-3 Defined benefit
plan obligations and other
retirement plans",Compensation Philosophy,53
,"201-4 Financial assistance
received from government",,N/A
"GRI 202: Market Presence
2016","202-1 Ratios of standard
entry level wage by gender
compared to local minimum
wage",,N/A
,"202-2 Proportion of senior
management hired from the
local community",,N/A
"GRI 203: Indirect Economic
Impacts 2016","203-1 Infrastructure
investments and services
supported",Economic Impact,76 - 77
,"203-2 Significant indirect
economic impacts",Economic Impact,70 - 74
"GRI 204: Procurement
Practices 2016","204-1 Proportion of spending
on local suppliers","Notes to Financial
Statements",122
"GRI 205: Anti-corruption
2016","205-1 Operations assessed
for risks related to corruption",,N/A
,"205-2 Communication
and training about anti-
corruption policies and
procedures",,N/A
,"205-3 Confirmed incidents of
corruption and actions taken",,N/A
"GRI 206: Anti-competitive
Behavior 2016","206-1 Legal actions for
anti-competitive behavior,
anti-trust, and monopoly
practices",,N/A
GRI 207: Tax 2019,207-1 Approach to tax,"Notes to Financial
Statements",112
,"207-2 Tax governance,
control, and risk
management","Notes to Financial
Statements",112
,"207-3 Stakeholder
engagement and
management of concerns
related to tax",,N/A
,"207-4 Country-by-country
reporting",,N/A
