2023,2022
Shs ‘000,Shs ‘000
,Restated*
"22,355,242","26,179,415"
"(430,388)","(300,113)"
"1,301,881","1,176,203"
-,"(401,022)"
"23,226,735","26,654,483"
"(10,396,683)","(10,498,762)"
"(2,815,221)","(2,611,466)"
"(396,423)","(903,447)"
"(226,949)","(741,376)"
"(524,495)","(1,350,709)"
"501,402","131,949"
"(13,858,369)","(15,973,811)"
"12,471,626","1,688,919"
"(14,713,281)","(9,146,656)"
"(2,876,753)","(1,876,248)"
"(1,780,235)","(2,571,768)"
"(231,802)","(194,282)"
"(7,130,445)","(12,100,035)"
"2,237,921","(1,419,361)"
"12,655,202","13,859,284"
"580,880","215,279"
"15,474,003","12,655,202"
