RESOLUTION,FOR,AGAINST,ABSTAIN
"SPECIAL BUSINESS:
To consider and, if thought fit, pass the following resolution as a special
resolution:
Changes to the Articles of Association of the Company
“That the Articles of Association of the Company be amended by
inserting the following Article immediately after the present Article 54
and numbering the new Article as Article 54A as follows:
Article 54A
The Members may, if they think fit, confer by radio, telephone, closed
circuit television, video conferencing or other electronic means of
audio or audio/visual communication (“Conference”). Notwithstanding
that the Members are not present together in one place at the time
of the Conference, a resolution passed by the Members constituting a
quorum at such a Conference shall be deemed to have been passed
at a General Meeting held on the day on which and at the time at
which the Conference was held. The provisions of these Articles
relating to proceedings of Members apply insofar as they are capable
of application mutatis mutandis to such Conference.”",,,
"Changes to the Articles of Association of the Company
“That the Articles of Association of the Company be amended by
inserting the following Article immediately after the present Article 108
and numbering the new Article as Article 108A as follows:
Article 108A
The Directors may, if they think fit, confer by radio, telephone, closed
circuit television, video conferencing or other electronic means of
audio or audio/visual communication (“Conference”). Notwithstanding
that the Directors are not present together in one place at the time
of the Conference, a resolution passed by the Directors constituting a
quorum at such a Conference shall be deemed to have been passed
at a meeting of the Board held on the day on which and at the time
at which the Conference was held. The provisions of these Articles
relating to proceedings of Directors apply insofar as they are capable
of application mutatis mutandis to such Conference.”",,,
