MAAMUZI,KUUNGA MKONO,KUPINGA,KUACHA
"Kubali Taarifa za Kifedha Zilizokaguliwa za Kampuni za mwaka
uliokamilikia 30 Juni 2019, pamoja na Ripoti za Mwenyekiti,
Wakurugenzi Wakuu na Wakaguzi",,,
"Kuidhinisha mgao wa mwisho wa mapato ya hisa ya 10% au Kshs. 0.25
kwa kila hisa ya kawaida",,,
"Kuidhinisha malipo ya ada ya Wakurugenzi Wakuu kwa mwaka
uliokamilikia tarehe 30 Juni 2019",,,
"Kubaini kuwa ukaguzi wa vitabu vya akaunti za Kampuni utaendelea
kufanywa ka Mkaguzi Mkuu au shirika la ukaguzi atakaloliteua kwa
mujibu wa Sehemu ya 23 ya Sheria ya Ukaguzi wa Umma ya 2015.",,,
"Kamati ya Ukaguzi:
Kwa mujibu wa kanuni za Sehemu ya 769 za Sheria ya Kampuni ya
2015, wakurugenzi wakuu wafuatao, kwa kuwa wanachama wa
Kamati ya Bodi ya Ukaguzi wachaguliwe ili waendelee kuhudumu
kama wanachama wa Kamati hiyo:
1. Bw. Joseph Sitati
2. Bw. Humphrey Muhu - Mwakilishi wa Ukur Yattani,
Waziri -Wizara ya Fedha
3. Bi. Phyllis Wakiaga (kutegemea kuchaguliwa kwake tena katika
Bodi kulingana na ajenda kipengee cha 9 (ii))
4. Bw. Kairu Bachia",,,
"UCHAGUZI:
1. Uchaguzi wa Dkt. Mhandisi Joseph Njoroge - Idara ya Kawi ambaye
anastaafu kwa mzunguko kwa mujibu wa Kifungu cha 104 cha
Makala ya Ushirika ya Kampuni na kwa kuwa anastahili anajitolea
kuchaguliwa tena",,,
"2. Uchaguzi wa Mrs. Phyllis Wakiaga ambaye anastaafu kwa mzunguko
kwa mujibu wa Kifungu cha 104 cha Makala ya Ushirika ya Kampuni
na kwa kuwa amestahili anajitolea kuchaguliwa tena",,,
