RESOLUTION,FOR,AGAINST,ABSTAIN
"Adopt the Company’s Audited Financial Statements for the year ended
30 June 2019, together with the Chairman’s, Directors’ and Auditors’
Reports",,,
Approval of the final dividend of 10% or Kshs. 0.25per ordinary share.,,,
"Approval of payment of Directors fees for the year ended 30th June
2019",,,
"“To note that the audit of the Company’s books of accounts will
continue to be undertaken by the Auditor-General or an audit firm
appointed by her in accordance with Section 23 of the Public Audit
Act 2015.”",,,
"Audit, Risk & Compliance Committee:
In accordance with the provisions of Section 769 of the Companies
Act, 2015, the following directors, being members of the Board Audit,
Risk & Compliance Committee be elected to continue to serve as
members of the said Committee:
1. Mr. Joseph Sitati
2. Mr. Humphrey Muhu- Alternate to Ukur Yattani,
Cabinet Secretary -The National Treasury
3. Mrs. Phyllis Wakiaga (subject to her re-election to the
Board as per agenda item no.9 (ii))
4. Mr. Kairu Bachia",,,
"ELECTIONS:
1. Election of Dr. Eng. Joseph Njoroge-State Department of Energy
who retires on rotation in accordance with Article 104 of Articles
of Association of the Company and being eligible offers himself for
re-election",,,
"2. Election of Mrs. Phyllis Wakiaga who retires on rotation in accordance
with Article 104 of Articles of Association of the Company and being
eligible offers herself for re-election",,,
