Parameter,Sensitivity,2024,"Change in
assumption",Impact on defined benefit obligation
,14.76%,15.26%,Decrease by 0.5%,
,15.76%,15.26%,Increase by 0.5%,
,7%,8%,Decrease by 1%,
,9%,8%,Increase by 1%,
,55,60,Decrease by 5yrs,
