2024,2023
Shs’000,Shs’000
"10,946,865","8,524,816"
"15,215,524","15,431,161"
"245,599","214,034"
"246,580","155,250"
"(4,201,745)","(1,688,805)"
"2,805,920","2,732,106"
"439,692","(899,769)"
"(3,846)",-
"(12,355)","(11,259)"
"(7,463)","21,952"
678,"9,273"
"39,478","10,040"
-,"15,947"
"912,830","986,114"
"(265,020)","179,405"
"1,560,692","1,090,599"
-,"31,906"
"123,595","122,725"
"28,047,024","26,925,495"
"(287,838)","(401,322)"
"4,819,285","(854,582)"
"1,414,116","(3,013,387)"
"285,469","(300,962)"
"34,278,056","22,355,242"
