2023,2022
Shs’000,Shs’000
,(Restated)*
"38,783,964","30,973,503"
"6,129,269","5,119,412"
"8,165,345","9,672,038"
"125,892","164,872"
"759,207","1,546,647"
"53,963,677","47,476,472"
"(7,995,258)","(9,587,828)"
"(125,892)","(164,872)"
"(8,121,150)","(9,752,700)"
"45,842,527","37,723,772"
"2,083,709","769,403"
"428,317","(514,978)"
"48,354,553","37,978,197"
"(15,800,445)","(12,461,630)"
"(9,206,178)","(8,246,955)"
"(3,731,112)","(3,093,308)"
"(2,979,740)","(3,151,087)"
"(7,067,800)","(4,343,426)"
"(1,162)","(601,984)"
"9,568,116","6,079,807"
"1,688,805","2,072,598"
"(2,732,105)","(1,960,420)"
"8,524,816","6,191,985"
"(3,508,339)","(2,810,237)"
"5,016,477","3,381,748"
0.76,0.51
