"561,163,221",237,")417,219(",")275,283(",)022(,"418,372","277,411",")881,609(",")165,298,3(","867,761,1","481,037,811"
")088,936,1(",-,")417,219(",-,-,"418,372",-,")009,836(",-,-,")087,872,2("
"545,515,511",-,,")275,283(",-,-,"277,411",")008,762(",")165,298,3(","867,761,1","259,225,211"
")222,49(",237,,-,)022(,-,-,215,-,-,")017,39("
"227,975,8",-,-,-,,-,-,-,-,-,"227,975,8"
