2024,2023
Shs’000,Shs’000
"25,618,247","15,470,703"
"(767,905)","(475,572)"
"24,850,342","14,995,131"
-,"3,300"
"24,850,342","14,998,431"
"(475,572)","(271,268)"
"(292,333)","(204,304)"
"(767,905)","(475,572)"
