2023,2022
Shs’000,Shs’000
"8,524,816","6,191,985"
"15,431,161","12,170,285"
"214,034","112,279"
"155,250","179,066"
"(1,688,805)","(2,072,598)"
"2,732,105","1,960,420"
"(899,769)","(92,713)"
-,"2,626"
"(11,259)","10,262"
"21,952","(3,716)"
"9,273","10,485"
"10,040","968,000"
"15,947",-
"986,114",-
"179,406","(8,852)"
"1,090,599","1,306,987"
"31,906","181,198"
"122,725","98,099"
"26,925,495","21,013,813"
"(401,322)","604,704"
"(854,582)","3,754,551"
"(3,013,387)","326,808"
"(300,962)","479,539"
"22,355,242","26,179,415"
