"40,410,264
5,644,330
9,607,542
172,275
263,626","41,252,372
6,875,964
7,923,700
166,593
78,593"
"56,098,037","56,297,222"
"(9,474,812)
(172,275)","(7,836,831)
(166,593)"
"(9,647,087)","(8,003,424)"
"46,450,950
851,139
1,452,929","48,293,798
1,296,534
(722,117)"
"48,755,018
(14,484,645)
(9,210,137)
(3,496,434)
(2,337,451)
(4,847,405)
(762,397)","48,868,215
(15,707,703)
(10,376,066)
(4,393,595)
(3,667,517)
(5,739,660)
567,366"
"13,616,549
4,109,861
(2,253,457)","9,551,040
4,201,745
(2,805,920)"
"15,472,953
(4,991,876)","10,946,865
(4,149,853)"
"10,481,077","6,797,012"
1.59,1.03
