Company Secretary,"FCS Austin A. O. Ouko
Certified Public Secretary (Kenya)
KenGen Pension Plaza
Kolobot Road, P.O. Box 47936-00100
GPO Nairobi, Kenya",Column
Registered Office Head Office,"KenGen Pension Plaza 2
Kolobot Road, P.O. Box 47936-00100
GPO Nairobi, Kenya",
Registrars,"Image Registrars Limited
ABSA Towers, 5th Floor, Loita Street
P. O Box 9287-00100 GPO, Nairobi, Kenya",
Principal Auditor,"The Auditor-General
Anniversary Towers
P.O. Box 30084-00100 GPO, Nairobi, Kenya",
Delegated Auditor,"Deloitte & Touché
Certified Public Accountants (Kenya)
Delta Towers, Waiyaki Way/Chiromo Road, Westlands
P. O. Box 40092 - 00100 GPO, Nairobi, Kenya",
Principal Bankers,"NCBA Bank Kenya Plc
Wabera Street
P.O. Box 30437- 00100
Nairobi","KCB Bank Kenya Limited
Moi Avenue Branch
P.O. Box 24030 - 00100
Nairobi"
,"Co-operative Bank of Kenya Limited
Stima Plaza
P.O. Box 38764-00600
Nairobi","Standard Chartered Bank Kenya Limited
Harambee Avenue
P.O. Box 30003 - 00100
Nairobi"
,"Citibank NA Kenya
Upper Hill
P.O. Box 30711 - 00100
Nairobi","Absa Bank Kenya Plc
Westend Building, Off Waiyaki Way
Corporate Banking Center
P.O. Box 30120 – 00100
Nairobi"
,"Stanbic Bank Kenya Limited
Kenyatta Avenue Branch
P.O. Box 30552-00100
Nairobi","Bank of Africa Kenya Limited
Sameer Business Park, Unit C. 1st Floor
P.O. Box 69562 - 00400
Nairobi"
,"Equity Bank Kenya Limited
Westlands Supreme Centre,
P.O. Box 14253 – 00800
Nairobi",
Management Team,"Peter Njenga - Managing Director & CEO (appointed on 17th August 2023)
Austin Ouko - Company Secretary & General Manager Legal Affairs
Mary Maalu - General Manager, Finance & Accounts
David Muthike - General Manager, Commercial Services
Philip Yego - General Manager, Supply Chain
Abraham Serem - General Manager, Corporate Services
Elizabeth Njenga - General Manager, Business Development & Strategy
Peketsa Mangi - General Manager, Geothermal Development
Julius Odumbe - General Manager, Operations",
