"5,315,991 - - 5,315,991 5,315,991
- - 1,008,422 1,008,422 1,008,422
- - 23,402,447 23,402,447 23,402,447
- 2,351,787 - 2,351,787 2,351,787
- - 714,893 714,893 714,893"
"5,315,991 2,351,787 25,125,762 32,793,540 32,793,540"
"- - 7,642,929 7,642,929 7,642,929
- - 145,831,163 145,831,163 145,831,163"
"- - 153,474,092 153,474,092 153,474,092"
