"Group Company
2016 2015 2016 2015
Shs’000 Shs’000 Shs’000 Shs’000",Column,Column
"2016
Shs’000",,"2016
Shs’000"
"9,623,170
(4,049,834)","9,352,567
(3,826,733)","-
-"
"5,573,336","5,525,834",-
"872,058
2,552,561
9,650
17,268","794,679
1,833,886
9,101
108,156","-
60,000
-
-"
"3,451,537","2,745,822","60,000"
"9,024,873","8,271,656","60,000"
"(5,230,211)
(478,764)
1,756,860","(4,568,813)
(177,892)
1,620,588","-
-
-"
"(3,952,115)","(3,126,117)",-
"(1,176,507)
(2,954,366)","(1,181,061)
(3,010,776)","-
(88,952)"
"(4,130,873)","(4,191,837)","(88,952)"
"941,885","953,702","(28,952)"
"941,885","953,702","(28,952)"
"(314,051)","(217,652)",-
"627,834","736,050","(28,952)"
"585,580
42,254","675,253
60,797","(28,952)
-"
"627,834","736,050","(28,952)"
