2021,2020,2021,Column
81 827,"675 946
(506 922)
12 296
367 951
665 593
(116 248)",9 790,
(523 693),,–,
10 788,,–,
229 719,,–,
763 687,,–,
(907 593),,–,
(345 265),"1 098 616
(742 792)
31 604
128 529
74 040
54 832
34 099
2 259
11 422
(1 423 735)",9 790,
(110 302),,–,
432 835,,–,
878 162,,–,
70 573,,–,
53 426,,–,
29 759,,–,
2 428,,–,
6 824,,–,
8 877,,,
(2 158 708),,–,
(1 131 391),"(731 126)
84 801",9 790,
(183 412),,(9 958),
(68 114),"74 113
10 688",16 733,"(16 733)
34 428"
(115 298),,(26 691),
(1 314 803),(646 325),(168),
