Level 1,Level 2,Level 3,Total
2 436 868,–,59 479,2 496 347
2 436 868,–,–,2 436 868
–,–,59 479,59 479
–,20 599 759,–,20 599 759
–,20 599 759,–,20 599 759
–,–,118 420,118 420
–,–,1 216 000,1 216 000
2 436 868,20 599 759,1 393 899,24 430 526
–,–,–,1 414 370
–,–,–,215 838
–,–,–,96 274
–,–,–,159 089
–,–,–,180 454
–,–,–,4 133 211
–,–,–,1 400 034
–,–,–,1 372 935
–,–,–,8 420 431
–,–,–,208 433
2 436 868,20 599 759,1 393 899,42 031 595
