RESOLUTION,VOTES,Column,Column,Column
,FOR,,AGAINST,
,VOTES,%,VOTES,%
,418 974 280,"99,90%",440 100,"0,10%"
,419 400 469,"99,99%",7 911,"0,01%"
,419 404 380,"99,99%",10 000,"0,01%"
,418 943 618,"99,90%",445 962,"0,10%"
,419 403 480,"99,99%",600,"0,01%"
,419 400 080,"99,99%",600,"0,01%"
,419 400 080,"99,99%",600,"0,01%"
