"Share Share Revenue
capital premium reserve
Shs ‘000 Shs ‘000 Shs ‘000","Total
equity
Shs ‘000"
,"3,056,311"
,"(28,952)"
,"3,027,359"
,"3,048,091"
,"276,074"
,"(267,854)"
,"3,056,311"
