Amortised cost,"A debt instrument that meets both of the following conditions (other than those designated at fair
value through profit or loss):"
,"• Held within a business model whose objective is to hold the debt instrument (financial asset)
in order to collect contractual cash flows."
,"• The contractual terms of the financial asset give rise on specified dates to cash flows that are
solely payments of principal and interest on the principal amount outstanding. This assessment
includes determining the objective of holding the asset and whether the contractual cash flows
are consistent with a basic lending arrangement."
Fair value through OCI,"The group and company have no equity instruments that have been elected to be measured at fair
value through other comprehensive income."
,"A debt instrument that meets both the following conditions (other than those designated at fair
value through profit or loss):"
,"• held within a business model in which the debt instrument (financial asset) is managed to both
collect contractual cash flows and sell financial assets; and"
,"• the contractual terms of the financial asset give rise on specified dates to cash flows that are
solely payments of principal and interest on the principal amount outstanding."
,"This assessment includes determining the objective of holding the asset and whether the contractual
cash flows are consistent with a basic lending arrangement."
Held-for-trading,"Those financial assets acquired principally for the purpose of selling in the near term (including all
derivative financial assets) and those that form part of a portfolio of identified financial instruments
that are managed together and for which there is evidence of a recent actual pattern of short-term
profit taking."
"Designated at fair value through
profit or loss","Financial assets are designated to be measured at fair value through profit or loss to eliminate or
significantly reduce an accounting mismatch that would otherwise arise."
"Fair value through profit or loss
(default)","Financial assets that are not classified into one of the abovementioned financial asset categories;
and/or where the business model is that performance is assessed on a fair value basis."
