"3,708,527","529,406"
"1,894,879","300,443"
"334,714","178,311"
"1,537,612","103,018"
"13,937",-
"8,616","19,114"
"5,603,406","829,849"
"(2,174,282)","(308,212)"
"(2,531,223)","(409,704)"
"897,901","111,933"
-,"2,381"
"897,901","114,314"
"(29,682)","(32,115)"
"868,219","82,199"
"20,752,478","3,541,055"
"1,041,057","15,494"
"105,660","14,306"
"623,553",-
"13,779,743","731,133"
"643,941","1,473,194"
"17,329,835","2,789,101"
"5,440,982","1,248,328"
"9,237,856",-
"1,343,097","898,934"
"70,091",-
"66,798","10,569"
"10,806",794
