"Group Company
2016 2015 2016 2015
Shs’000 Shs’000 Shs’000 Shs’000",Column,Column
"2016
Shs’000",,"2016
Shs’000"
"535,707
1,490,480
2,946,229
1,449,300","535,707
1,490,480
2,582,824
1,290,164","535,707
1,490,480
1,001,172
-"
"6,421,716
331,925","5,899,175
333,936","3,027,359
-"
"6,753,641","6,233,111","3,027,359"
"1,096,106
98,323
1,254,995
789,763
-
21,896,541
110,053
131,175
490,076
1,439,313
2,315,493
332,236
29,559
4,936,638","1,098,712
86,721
1,254,995
1,035,500
-
19,064,519
143,670
123,915
484,394
1,640,417
2,315,330
435,555
92,787
6,757,174","-
-
-
-
3,202,333
-
-
-
-
-
-
-
-
12,385"
"34,920,271","34,533,689","3,214,718"
"11,939,589
10,367,517
3,026,221
87,318
859,292
449,403
589,770
827,917
19,603","11,060,752
11,463,105
3,004,505
88,414
794,888
406,954
618,115
863,845
-","-
-
-
-
-
-
-
187,359
-"
"28,166,630","28,300,578","187,359"
"6,753,641","6,233,111","3,027,359"
