Level 1,Level 2,Level 3,Total
–,7 087 530,–,7 087 530
,180 199,–,180 199
–,7 267 729,–,7 267 729
–,–,–,100 151
–,–,–,23 862 849
–,–,–,927 190
–,–,–,1 831 485
–,–,–,195 030
–,7 267 729,–,34 184 434
