Column,GROUP,Column,Column
,"2013
Shs’ 000","2012
Re-stated
Shs’ 000","2011
Re-stated
Shs’ 000"
As at start of year,"3,826,544","1,725,715","6,128,218"
Restatement,-,"1,301,230",
Additions,"3,712,290","3,370,614","3,563,929"
Disposals,"(2,007,336)","(1,935,423)","(5,174,420)"
Fair value gains/(loss),"39,699","437,109","(863,159)"
Transfer (from)/ to HTM,-,"(1,072,701)",-
As at end of year,"5,571,197","3,826,544","3,654,568"
