Column,Column,"Restated2
2024",Column,Column
,2025,,2025,
(304),,(1 795),1 487,
"(669)
15 311
(10 265)
(5 715)
808
(291)
(368)
216",,(913),1 487,"160
–
–
160
–
–
–
–"
,"15 311
(10 265)
(5 715)","16 154
(7 049)
(10 018)","–
–
1 487","–
–
160"
,,"1 074
(167)
(475)
(1 314)","–
–
–
–",
339,,(105),(627),
"(76)
–
472
–
(57)",,"(50)
9
–
–
(64)","–
–
–
(627)
–","–
–
–
24
–"
(871),,(299),(848),
"(23)
(848)",,"(89)
(210)","–
(848)","–
(200)"
"(836)
9 109
–
–",,"(2 199)
12 857
(1 529)
(20)","12
3
–
–",
8 273,,9 109,15,
